Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,4:25PM ET,boxscore,L,,0-1,,Dallas Cowboys,17.0,33.0,15.0,230.0,137.0,93.0,2.0,15.0,265.0,163.0,102.0,,-19.86,5.45,-3.02
2,Sun,September 15,1:00PM ET,boxscore,W,,1-1,@,Jacksonville Jaguars,18.0,13.0,17.0,297.0,172.0,125.0,,18.0,323.0,196.0,127.0,,0.32,-6.78,8.92
3,Sun,September 22,1:00PM ET,boxscore,L,,1-2,,New York Giants,15.0,21.0,16.0,217.0,148.0,69.0,2.0,21.0,340.0,228.0,112.0,2.0,-17.99,2.96,8.29
4,Sun,September 29,4:25PM ET,boxscore,L,,1-3,@,Las Vegas Raiders,16.0,20.0,16.0,241.0,149.0,92.0,1.0,17.0,268.0,116.0,152.0,1.0,-6.26,4.09,1.12
5,Sun,October 6,1:00PM ET,boxscore,L,,1-4,@,Washington Commanders,13.0,34.0,12.0,212.0,108.0,104.0,1.0,19.0,434.0,219.0,215.0,2.0,-16.08,-12.01,10.61
6,Sun,October 13,1:00PM ET,boxscore,L,,1-5,@,Philadelphia Eagles,16.0,20.0,14.0,244.0,144.0,100.0,,19.0,372.0,256.0,116.0,,-4.19,-10.4,7.89
7,Sun,October 20,1:00PM ET,boxscore,L,,1-6,,Cincinnati Bengals,14.0,21.0,18.0,336.0,259.0,77.0,2.0,12.0,223.0,164.0,59.0,,-10.33,10.0,-8.5
8,Sun,October 27,1:00PM ET,boxscore,W,,2-6,,Baltimore Ravens,29.0,24.0,22.0,401.0,321.0,80.0,1.0,22.0,387.0,263.0,124.0,,9.15,-9.18,3.48
9,Sun,November 3,1:00PM ET,boxscore,L,,2-7,,Los Angeles Chargers,10.0,27.0,21.0,292.0,213.0,79.0,3.0,13.0,342.0,246.0,96.0,,-16.12,-7.05,2.49
10,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
11,Sun,November 17,1:00PM ET,boxscore,L,,2-8,@,New Orleans Saints,14.0,35.0,22.0,443.0,377.0,66.0,,19.0,473.0,259.0,214.0,2.0,4.8,-22.72,-3.0
12,Thu,November 21,8:15PM ET,boxscore,W,,3-8,,Pittsburgh Steelers,24.0,19.0,17.0,304.0,219.0,85.0,3.0,17.0,368.0,248.0,120.0,1.0,1.55,1.41,1.69
13,Mon,December 2,8:15PM ET,boxscore,L,,3-9,@,Denver Broncos,32.0,41.0,28.0,552.0,475.0,77.0,3.0,19.0,400.0,294.0,106.0,2.0,-1.27,-9.38,-1.39
14,Sun,December 8,1:00PM ET,boxscore,L,,3-10,@,Pittsburgh Steelers,14.0,27.0,20.0,300.0,196.0,104.0,3.0,15.0,267.0,147.0,120.0,1.0,-8.83,3.82,-12.07
15,Sun,December 15,1:00PM ET,boxscore,L,,3-11,,Kansas City Chiefs,7.0,21.0,16.0,266.0,127.0,139.0,6.0,18.0,311.0,179.0,132.0,,-22.38,4.31,0.74
16,Sun,December 22,1:00PM ET,boxscore,L,,3-12,@,Cincinnati Bengals,6.0,24.0,18.0,273.0,125.0,148.0,3.0,21.0,326.0,210.0,116.0,1.0,-12.37,-6.78,-0.89
17,Sun,December 29,4:05PM ET,boxscore,L,,3-13,,Miami Dolphins,3.0,20.0,18.0,276.0,162.0,114.0,2.0,18.0,280.0,206.0,74.0,,-23.73,4.5,2.96
18,Sat,January 4,4:30PM ET,boxscore,L,,3-14,@,Baltimore Ravens,10.0,35.0,13.0,230.0,174.0,56.0,2.0,20.0,437.0,217.0,220.0,,-17.79,-14.19,4.39
