Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jameis Winston,30.0,QB,12,7,2-5-0,181,296,61.1,2121,13,4.4,12,4.1,103,44.1,89,7.2,6.22,11.7,176.8,80.6,52.2,24,130,7.5,6.22,5.35,2,2,
2.0,Deshaun Watson,29.0,QB,7,7,1-6-0,137,216,63.4,1148,5,2.3,3,1.4,49,33.3,35,5.3,5.15,8.4,164.0,79.0,21.0,33,191,13.25,3.84,3.7,0,0,
3.0,Dorian Thompson-Robinson,25.0,QB,7,2,0-2-0,61,118,51.7,440,0,0.0,6,5.1,20,27.8,29,3.7,1.44,7.2,62.9,39.5,17.3,8,47,6.35,3.12,0.98,0,0,
4.0,Bailey Zappe,25.0,QB,1,1,0-1-0,16,31,51.6,170,1,3.2,2,6.5,8,34.4,30,5.5,3.23,10.6,170.0,51.8,17.6,1,5,3.13,5.16,2.97,0,0,
,Team Totals,,,17,17,3-14-0,395,661,59.8,3506,19,2.9,23,3.5,180,37.1,89,5.9,4.88,9.8,206.2,71.4,,66,373,9.08,4.82,3.92,2,2,
