Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,228.0,90.0,39.5%,18.0,7.0,38.9%,56.0,27.0,48.2%
Opp. Stats,204.0,72.0,35.3%,22.0,15.0,68.2%,61.0,33.0,54.1%
Lg Rank Offense,,,15,,,31,,,29
Lg Rank Defense,,,2,,,29,,,13
