Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:00PM ET,boxscore,L,,0-1,,Baltimore Ravens,0.0,20.0,14.0,221.0,144.0,77.0,5.0,17.0,268.0,111.0,157.0,1.0,-29.26,3.67,0.8
2,Thu,September 14,8:25PM ET,boxscore,L,,0-2,,Houston Texans,9.0,13.0,12.0,295.0,213.0,82.0,1.0,14.0,266.0,98.0,168.0,,-17.23,7.16,7.54
3,Sun,September 24,4:25PM ET,boxscore,L,OT,0-3,@,Green Bay Packers,24.0,27.0,21.0,301.0,191.0,110.0,1.0,22.0,344.0,280.0,64.0,1.0,4.13,-3.02,-3.04
4,Sun,October 1,1:00PM ET,boxscore,W,,1-3,@,Cleveland Browns,31.0,7.0,25.0,350.0,264.0,86.0,1.0,16.0,215.0,170.0,45.0,1.0,13.73,9.03,1.92
5,Sun,October 8,1:00PM ET,boxscore,W,,2-3,,Buffalo Bills,20.0,16.0,18.0,388.0,323.0,65.0,3.0,17.0,221.0,139.0,82.0,1.0,-0.39,8.53,-3.6
6,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
7,Sun,October 22,4:25PM ET,boxscore,L,,2-4,@,Pittsburgh Steelers,14.0,29.0,11.0,179.0,108.0,71.0,2.0,21.0,420.0,268.0,152.0,,-9.05,-10.43,4.14
8,Sun,October 29,1:00PM ET,boxscore,W,,3-4,,Indianapolis Colts,24.0,23.0,17.0,276.0,218.0,58.0,2.0,19.0,331.0,216.0,115.0,1.0,1.65,3.56,-3.58
9,Sun,November 5,1:00PM ET,boxscore,L,,3-5,@,Jacksonville Jaguars,7.0,23.0,8.0,148.0,119.0,29.0,,26.0,408.0,259.0,149.0,1.0,-6.25,-10.01,-1.48
10,Sun,November 12,1:00PM ET,boxscore,L,,3-6,@,Tennessee Titans,20.0,24.0,15.0,308.0,255.0,53.0,2.0,27.0,416.0,236.0,180.0,2.0,-4.44,-2.76,4.42
11,Sun,November 19,4:25PM ET,boxscore,W,,4-6,@,Denver Broncos,20.0,17.0,12.0,190.0,141.0,49.0,,20.0,341.0,229.0,112.0,2.0,-3.5,10.02,1.02
12,Sun,November 26,1:00PM ET,boxscore,W,,5-6,,Cleveland Browns,30.0,16.0,23.0,361.0,209.0,152.0,,21.0,405.0,236.0,169.0,,15.48,-8.19,5.93
13,Mon,December 4,8:30PM ET,boxscore,L,,5-7,,Pittsburgh Steelers,20.0,23.0,19.0,353.0,223.0,130.0,,24.0,374.0,282.0,92.0,1.0,7.63,-15.0,4.37
14,Sun,December 10,1:00PM ET,boxscore,L,,5-8,,Chicago Bears,7.0,33.0,14.0,234.0,164.0,70.0,2.0,29.0,482.0,250.0,232.0,,-11.4,-19.76,4.57
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,Minnesota Vikings,7.0,34.0,8.0,161.0,115.0,46.0,2.0,18.0,346.0,222.0,124.0,1.0,-26.85,-3.03,3.2
16,Sun,December 24,1:00PM ET,boxscore,W,,6-9,,Detroit Lions,26.0,17.0,28.0,364.0,222.0,142.0,1.0,15.0,276.0,189.0,87.0,1.0,7.59,2.71,0.91
17,Sun,December 31,4:25PM ET,boxscore,W,,7-9,@,Baltimore Ravens,31.0,27.0,22.0,359.0,213.0,146.0,1.0,19.0,312.0,194.0,118.0,1.0,3.54,12.91,-10.6
