Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Tommy Maddox,32.0,QB,16,16,6-10-0,298,519,57.4,3414,18,3.5,17,3.3,170,42.7,53,6.6,5.8,11.5,213.4,75.3,41,242,7.32,5.66,4.94,0,0,
2.0,Josh Miller,33.0,P,16,0,,1,1,100.0,81,1,100.0,0,0.0,1,100.0,81,81.0,101.0,81.0,5.1,158.3,0,0,0.0,81.0,101.0,0,0,
3.0,Charlie Batch,29.0,QB,4,0,,4,8,50.0,47,0,0.0,0,0.0,2,33.3,22,5.9,5.88,11.8,11.8,68.2,1,2,11.11,5.0,5.0,0,0,
4.0,Antwaan Randle El,24.0,WR,16,1,,3,4,75.0,6,0,0.0,0,0.0,0,50.0,9,1.5,1.5,2.0,0.4,77.1,0,0,0.0,1.5,1.5,0,0,
,Team Totals,,,16,16,6-10-0,306,532,57.5,3304,19,3.6,17,3.2,173,42.7,81,6.7,5.95,11.6,206.5,76.4,42,244,7.32,5.76,5.09,0,0,
