Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Age,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
1.0,Joey Galloway,34.0,WR,16,16,2,4,0,0,50.0,4.0,2.0,0.3,0.1,153,83,1287,15.5,10,56,47.1,80.0,5.2,80.4,54.2,8.4,85,15.2,1291,10,0,AP CPoY-5
2.0,Cadillac Williams,23.0,RB,14,14,290,1178,6,59,42.4,71.0,4.1,84.1,20.7,25,20,81,4.1,0,4,32.0,15.0,1.4,5.8,80.0,3.2,310,4.1,1259,6,3,AP ORoY-1
3.0,Michael Pittman,30.0,RB,16,4,70,436,1,10,37.1,64.0,6.2,27.3,4.4,46,36,300,8.3,1,14,47.8,41.0,2.3,18.8,78.3,6.5,106,6.9,736,2,1,
4.0,Michael Clayton,23.0,WR,14,10,1,2,0,0,0.0,2.0,2.0,0.1,0.1,55,32,372,11.6,0,18,41.8,41.0,2.3,26.6,58.2,6.8,33,11.3,374,0,1,
5.0,Alex Smith,23.0,TE,16,10,0,0,0,0,,,,0.0,0.0,61,41,367,9.0,2,22,54.1,24.0,2.6,22.9,67.2,6.0,41,9.0,367,2,0,
6.0,Mike Alstott,32.0,FB,16,7,34,80,6,12,55.9,9.0,2.4,5.0,2.1,38,25,222,8.9,1,11,50.0,24.0,1.6,13.9,65.8,5.8,59,5.1,302,7,0,
7.0,Ike Hilliard,29.0,WR,16,2,0,0,0,0,,,,0.0,0.0,53,35,282,8.1,1,24,54.7,22.0,2.2,17.6,66.0,5.3,35,8.1,282,1,0,
8.0,Anthony Becht,28.0,TE,16,16,0,0,0,0,,,,0.0,0.0,26,16,112,7.0,0,4,42.3,17.0,1.0,7.0,61.5,4.3,16,7.0,112,0,0,
9.0,Edell Shepherd,25.0,WR,16,0,0,0,0,0,,,,0.0,0.0,9,6,103,17.2,1,4,44.4,46.0,0.4,6.4,66.7,11.4,6,17.2,103,1,1,
10.0,Earnest Graham,25.0,RB,16,0,28,83,0,4,28.6,16.0,3.0,5.2,1.8,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,28,3.0,83,0,1,
11.0,Jameel Cook,26.0,FB,16,0,0,0,0,0,,,,0.0,0.0,10,7,43,6.1,1,3,50.0,11.0,0.4,2.7,70.0,4.3,7,6.1,43,1,0,
12.0,Chris Simms,25.0,QB,11,10,19,31,0,2,21.1,10.0,1.6,2.8,1.7,1,1,-3,-3.0,0,0,0.0,-3.0,0.1,-0.3,100.0,-3.0,20,1.4,28,0,6,
13.0,Brian Griese,30.0,QB,6,6,13,12,0,1,7.7,7.0,0.9,2.0,2.2,0,0,0,,0,0,,,0.0,0.0,,,13,0.9,12,0,2,
14.0,Dave Moore,36.0,TE,16,1,0,0,0,0,,,,0.0,0.0,1,1,5,5.0,0,1,100.0,5.0,0.1,0.3,100.0,5.0,1,5.0,5,0,0,
,Team Totals,,,16,16,457,1826,13,88,39.8,71.0,4.0,114.1,28.6,479,303,3171,10.5,17,161,47.4,80.0,18.9,198.2,63.3,6.6,760,6.6,4997,30,15,
