Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 7,1:02PM ET,boxscore,W,,1-0,,Tampa Bay Buccaneers,24.0,20.0,16.0,438.0,337.0,101.0,1.0,18.0,352.0,206.0,146.0,1.0,2.73,4.35,-3.1
2,Sun,September 14,1:03PM ET,boxscore,L,,1-1,@,Washington Redskins,24.0,29.0,16.0,250.0,195.0,55.0,3.0,25.0,455.0,306.0,149.0,1.0,-4.77,-17.34,15.76
3,Sun,September 21,4:06PM ET,boxscore,L,,1-2,@,Denver Broncos,32.0,34.0,27.0,502.0,414.0,88.0,1.0,20.0,369.0,264.0,105.0,2.0,13.0,-10.68,-4.15
4,Sun,September 28,1:03PM ET,boxscore,W,,2-2,,San Francisco 49ers,31.0,17.0,24.0,467.0,363.0,104.0,2.0,20.0,312.0,221.0,91.0,3.0,17.63,2.88,-8.01
5,Mon,October 6,8:40PM ET,boxscore,L,,2-3,,Minnesota Vikings,27.0,30.0,17.0,375.0,320.0,55.0,4.0,16.0,270.0,226.0,44.0,,-6.17,1.12,3.55
6,Sun,October 12,1:02PM ET,boxscore,W,,3-3,,Oakland Raiders,34.0,3.0,23.0,441.0,319.0,122.0,,12.0,226.0,141.0,85.0,2.0,22.53,16.91,-3.13
7,Sun,October 19,1:04PM ET,boxscore,L,,3-4,@,Carolina Panthers,7.0,30.0,17.0,343.0,228.0,115.0,2.0,19.0,336.0,193.0,143.0,,-6.69,-9.3,-3.36
8,Sun,October 26,1:06PM ET,boxscore,W,,4-4,,San Diego Chargers,37.0,32.0,28.0,409.0,339.0,70.0,,22.0,451.0,341.0,110.0,2.0,28.32,-16.57,-7.61
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,November 9,1:03PM ET,boxscore,L,,4-5,@,Atlanta Falcons,20.0,34.0,25.0,521.0,416.0,105.0,3.0,18.0,361.0,248.0,113.0,,-0.96,-11.12,0.5
11,Sun,November 16,1:00PM ET,boxscore,W,,5-5,@,Kansas City Chiefs,30.0,20.0,22.0,369.0,266.0,103.0,1.0,21.0,330.0,206.0,124.0,1.0,12.12,-8.06,3.49
12,Mon,November 24,8:40PM ET,boxscore,W,,6-5,,Green Bay Packers,51.0,29.0,21.0,416.0,318.0,98.0,1.0,22.0,343.0,234.0,109.0,3.0,19.95,-2.15,3.26
13,Sun,November 30,1:02PM ET,boxscore,L,,6-6,@,Tampa Bay Buccaneers,20.0,23.0,18.0,332.0,288.0,44.0,3.0,11.0,254.0,105.0,149.0,1.0,-10.23,8.41,-1.87
14,Sun,December 7,1:02PM ET,boxscore,W,,7-6,,Atlanta Falcons,29.0,25.0,24.0,414.0,230.0,184.0,,22.0,414.0,315.0,99.0,1.0,17.63,-11.65,-0.66
15,Thu,December 11,8:14PM ET,boxscore,L,OT,7-7,@,Chicago Bears,24.0,27.0,22.0,345.0,226.0,119.0,2.0,16.0,226.0,171.0,55.0,3.0,-2.61,13.17,-13.62
16,Sun,December 21,1:03PM ET,boxscore,W,,8-7,@,Detroit Lions,42.0,7.0,32.0,532.0,351.0,181.0,1.0,15.0,255.0,126.0,129.0,2.0,36.0,-0.02,0.17
17,Sun,December 28,1:03PM ET,boxscore,L,,8-8,,Carolina Panthers,31.0,33.0,22.0,417.0,367.0,50.0,2.0,23.0,478.0,244.0,234.0,,16.24,-20.19,-0.32
