Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,200.0,97.0,48.5%,18.0,10.0,55.6%,62.0,38.0,61.3%
Opp. Stats,206.0,82.0,39.8%,14.0,8.0,57.1%,60.0,29.0,48.3%
Lg Rank Offense,,,2,,,12,,,4
Lg Rank Defense,,,19,,,19,,,9
