Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Marc Bulger,25.0,QB,7,7,6-1-0,138,214,64.5,1826,14,6.5,6,2.8,87,49.6,58.0,8.5,8.58,13.2,260.9,101.5,12,102,5.31,7.63,7.67,2,2,
2.0,Kurt Warner,31.0,QB,7,6,0-6-0,144,220,65.5,1431,3,1.4,11,5.0,68,46.9,43.0,6.5,4.53,9.9,204.4,67.4,21,130,8.71,5.4,3.59,0,0,
3.0,Jamie Martin,32.0,QB,5,2,0-2-0,124,195,63.6,1216,7,3.6,10,5.1,68,44.9,33.0,6.2,4.65,9.8,243.2,71.7,10,77,4.88,5.56,4.04,0,0,
4.0,Scott Covington,26.0,QB,1,1,1-0-0,2,5,40.0,7,0,0.0,0,0.0,0,,4.0,1.4,1.4,3.5,7.0,47.9,2,16,28.57,-1.29,-1.29,0,0,
5.0,Ricky Proehl,34.0,WR,16,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,1,1,50.0,-0.5,-0.5,0,0,
,Team Totals,,,16,16,7-9-0,408,635,64.3,4154,24,3.8,27,4.3,223,46.5,58.0,7.1,5.9,11.0,259.6,79.9,46,326,6.75,6.1,5.02,2,2,
