Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,289,5185,1075.0,4.8,34,12,297,332.0,566,3333,19,22,5.4,180.0,457,1852,8,4.1,92.0,113.0,885.0,25.0,193.0,26.4,16.6,Own 27.0,2:37,5.73,26.9,1.35
Opp. Stats,382,4640,952.0,4.9,17,7,266,294.0,491,3210,29,10,6.1,166.0,428,1430,9,3.3,68.0,89.0,821.0,32.0,194.0,32.5,8.8,Own 33.2,2:21,5.1,23.8,1.78
Lg Rank Offense,27,17,,,31,26,20,,12,20,25,31,28.0,,8,12,25,18.0,,,,,,28.0,2.0,26,15,15.0,20.0,29.0
Lg Rank Defense,22,3,,,26,19,3,,1,4,28,24,18.0,,12,5,6,1.0,,,,,,21.0,27.0,32,3,2.0,2.0,15.0
