Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 31_level_0,Unnamed: 32_level_0
Rk,Player,Age,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
1.0,Delanie Walker,30.0,TE,15,14,0,0,0,0,,,,0.0,0.0,106,63,890,14.1,4,34,45.3,68.0,4.2,59.3,59.4,8.4,63,14.1,890,4,2,
2.0,Kendall Wright,25.0,WR,14,11,4,54,0,2,50.0,38.0,13.5,3.9,0.3,93,57,715,12.5,6,32,44.1,48.0,4.1,51.1,61.3,7.7,61,12.6,769,6,1,
3.0,Bishop Sankey,22.0,RB,16,9,152,569,2,26,44.1,22.0,3.7,35.6,9.5,23,18,133,7.4,0,5,47.8,18.0,1.1,8.3,78.3,5.8,170,4.1,702,2,2,
4.0,Nate Washington,31.0,WR,16,11,0,0,0,0,,,,0.0,0.0,72,40,647,16.2,2,26,52.8,80.0,2.5,40.4,55.6,9.0,40,16.2,647,2,0,
5.0,Justin Hunter,23.0,WR,12,8,0,0,0,0,,,,0.0,0.0,67,28,498,17.8,3,20,37.3,75.0,2.3,41.5,41.8,7.4,28,17.8,498,3,0,
6.0,Shonn Greene,29.0,RB,13,5,94,392,2,18,45.7,52.0,4.2,30.2,7.2,3,1,13,13.0,0,1,33.3,13.0,0.1,1.0,33.3,4.3,95,4.3,405,2,1,
7.0,Dexter McCluster,25.0,WR,14,2,40,131,0,7,42.5,16.0,3.3,9.4,2.9,36,26,197,7.6,1,10,44.4,25.0,1.9,14.1,72.2,5.5,66,5.0,328,1,1,
8.0,Derek Hagan,30.0,WR,16,3,0,0,0,0,,,,0.0,0.0,34,19,254,13.4,1,10,35.3,38.0,1.2,15.9,55.9,7.5,19,13.4,254,1,0,
9.0,Leon Washington,32.0,RB,16,0,13,57,0,1,15.4,16.0,4.4,3.6,0.8,31,22,159,7.2,2,8,32.3,25.0,1.4,9.9,71.0,5.1,35,6.2,216,2,3,
10.0,Jake Locker,26.0,QB,7,5,22,142,1,11,59.1,29.0,6.5,20.3,3.1,0,0,0,,0,0,,,0.0,0.0,,,22,6.5,142,1,3,
11.0,Charlie Whitehurst,32.0,QB,7,5,20,90,0,6,35.0,23.0,4.5,12.9,2.9,0,0,10,,0,0,,10.0,0.0,1.4,,,20,5.0,100,0,3,
12.0,Chase Coffman,28.0,TE,13,3,0,0,0,0,,,,0.0,0.0,14,6,64,10.7,1,4,28.6,18.0,0.5,4.9,42.9,4.6,6,10.7,64,1,0,
13.0,Kris Durham,26.0,WR,4,0,0,0,0,0,,,,0.0,0.0,11,6,54,9.0,0,2,36.4,14.0,1.5,13.5,54.5,4.9,6,9.0,54,0,0,
14.0,Jackie Battle,31.0,RB,16,1,5,9,1,4,80.0,5.0,1.8,0.6,0.3,5,5,28,5.6,0,2,60.0,12.0,0.3,1.8,100.0,5.6,10,3.7,37,1,0,
15.0,Craig Stevens,30.0,TE,5,4,0,0,0,0,,,,0.0,0.0,2,2,26,13.0,0,1,100.0,20.0,0.4,5.2,100.0,13.0,2,13.0,26,0,0,
16.0,Taylor Thompson,25.0,TE,3,1,0,0,0,0,,,,0.0,0.0,4,2,24,12.0,0,2,50.0,13.0,0.7,8.0,50.0,6.0,2,12.0,24,0,0,
17.0,Antonio Andrews,22.0,RB,4,0,0,0,0,0,,,,0.0,0.0,2,2,11,5.5,0,0,0.0,6.0,0.5,2.8,100.0,5.5,2,5.5,11,0,0,
18.0,Karl Klug,26.0,DT,16,0,0,0,0,0,,,,0.0,0.0,1,1,9,9.0,0,1,100.0,9.0,0.1,0.6,100.0,9.0,1,9.0,9,0,0,
19.0,Brian Schwenke,23.0,C,11,11,0,0,0,0,,,,0.0,0.0,1,1,6,6.0,0,0,0.0,6.0,0.1,0.5,100.0,6.0,1,6.0,6,0,1,
20.0,Zach Mettenberger,23.0,QB,7,6,5,4,0,1,20.0,8.0,0.8,0.6,0.7,0,0,0,,0,0,,,0.0,0.0,,,5,0.8,4,0,4,
21.0,Jordan Palmer,30.0,QB,1,0,1,-1,0,0,0.0,-1.0,-1.0,-1.0,1.0,0,0,0,,0,0,,,0.0,0.0,,,1,-1.0,-1,0,0,
,Team Totals,,,16,16,356,1447,6,76,43.8,52.0,4.1,90.4,22.3,505,299,3738,12.5,20,158,43.2,80.0,18.7,233.6,59.2,7.4,655,7.9,5185,26,21,
