Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Donovan McNabb,29.0,QB,9,9,4-5-0,211,357,59.1,2507,16,4.5,9,2.5,116,46.8,91.0,7.0,6.78,11.9,278.6,85.0,19,112,5.05,6.37,6.14,0,2,
2.0,Mike McMahon,26.0,QB,9,7,2-5-0,94,207,45.4,1158,5,2.4,8,3.9,56,31.9,48.0,5.6,4.34,12.3,128.7,55.2,19,96,8.41,4.7,3.55,2,2,
3.0,Koy Detmer,32.0,QB,16,0,,32,56,57.1,238,0,0.0,3,5.4,10,28.8,24.0,4.3,1.84,7.4,14.9,45.1,3,15,5.08,3.78,1.49,0,0,
4.0,Brian Westbrook,26.0,RB,12,12,,0,0,,0,0,,0,,0,,,,,,0.0,,1,3,100.0,-3.0,-3.0,0,0,
,Team Totals,,,16,16,6-10-0,337,620,54.4,3677,21,3.4,20,3.2,182,40.0,91.0,6.3,5.52,11.6,229.8,71.5,42,226,6.34,5.55,4.83,2,4,
