Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,213.0,92.0,43.2%,11.0,6.0,54.5%,62.0,42.0,67.7%
Opp. Stats,213.0,78.0,36.6%,17.0,6.0,35.3%,47.0,27.0,57.4%
Lg Rank Offense,,,5,,,11,,,1
Lg Rank Defense,,,13,,,4,,,29
