Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,331,5587,1058.0,5.3,23,8,321,362.0,607,3925,15,15,6.0,206.0,408,1662,15,4.1,88.0,123.0,988.0,27.0,184.0,37.5,12.0,Own 27.6,2:33,5.99,30.3,1.78
Opp. Stats,383,5625,1065.0,5.3,20,10,343,344.0,544,3764,27,10,6.6,198.0,491,1861,13,3.8,108.0,97.0,791.0,37.0,188.0,37.8,10.1,Own 29.5,2:43,5.9,29.8,1.98
Lg Rank Offense,20,12,,,19,14,11,,2,9,28,23,16.0,,22,21,7,17.0,,,,,,9.0,12.0,21,20,6.0,12.0,17.0
Lg Rank Defense,25,24,,,20,11,29,,13,22,24,24,24.0,,32,22,18,7.0,,,,,,6.0,22.0,24,21,20.0,22.0,26.0
