Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,201.0,80.0,39.8%,12.0,5.0,41.7%,48.0,28.0,58.3%
Opp. Stats,216.0,79.0,36.6%,21.0,8.0,38.1%,54.0,21.0,38.9%
Lg Rank Offense,,,19,,,21,,,8
Lg Rank Defense,,,6,,,9,,,1
