Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,231.0,83.0,35.9%,17.0,6.0,35.3%,40.0,20.0,50.0%
Opp. Stats,217.0,75.0,34.6%,8.0,3.0,37.5%,48.0,32.0,66.7%
Lg Rank Offense,,,21,,,26,,,27
Lg Rank Defense,,,8,,,9,,,32
