Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jared Goff,26.0,QB,15,15,9-6-0,370,552,67.0,3952,20,3.6,13,2.4,194,51.8,56,7.2,6.82,10.7,263.5,90.0,50.8,23,161,4.0,6.59,6.27,0,1,
2.0,John Wolford,25.0,QB,1,1,1-0-0,22,38,57.9,231,0,0.0,1,2.6,12,35.0,38,6.1,4.89,10.5,231.0,64.7,68.5,2,8,5.0,5.58,4.45,0,0,
,Team Totals,,,16,16,10-6-0,392,590,66.4,4014,20,3.4,14,2.4,206,50.7,56,7.1,6.7,10.7,250.9,88.4,,25,169,4.07,6.53,6.15,0,1,
